Category,Sms,cleaned_text,tokens,filtered_tokens,final_text
scam,Basi iyo hela nitumie kwenye namba hii 0787-406-889 jina litakuja (ALLY ISSA) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba hii jina litakuja ally issa ile namba usitumie laini inamatatizo,"['basi', 'iyo', 'hela', 'nitumie', 'kwenye', 'namba', 'hii', 'jina', 'litakuja', 'ally', 'issa', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']","['iyo', 'hela', 'nitumie', 'namba', 'hii', 'jina', 'litakuja', 'ally', 'issa', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']",iyo hela nitumie namba hii jina litakuja ally issa ile namba usitumie laini inamatatizo
scam,"Dear, No need to go out work, just at home to earn 120000TZS a day, please contact us: https://wa.me/2550733822240",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
scam,"Congratulations! Your CV has passed. You can get 170,000TZS in a day. for details: wa.me/2550750335946",congratulations your cv has passed you can get tzs in a day for details wame,"['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']","['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']",congratulations your cv has passed you can get tzs in a day for details wame
scam,TUMIA NAMBA HII (0786543210)KUNITUMIA IYO HELA JINA LITAONYESHA (LUKA KIMBANGU),tumia namba hii kunitumia iyo hela jina litaonyesha luka kimbangu,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'luka', 'kimbangu']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'luka', 'kimbangu']",tumia namba hii kunitumia iyo hela jina litaonyesha luka kimbangu
scam,Iyo ela tuma humu kwenye airtel 0755896103 Jina lije JOACHIM KAPUFI.,iyo ela tuma humu kwenye airtel jina lije joachim kapufi,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'airtel', 'jina', 'lije', 'joachim', 'kapufi']","['iyo', 'ela', 'tuma', 'humu', 'airtel', 'jina', 'lije', 'joachim', 'kapufi']",iyo ela tuma humu airtel jina lije joachim kapufi
trust,Umesikia kuhusu drama mpya kati ya Wema na Wolper? Nasikia wamerushiana maneno kwenye Insta.,umesikia kuhusu drama mpya kati ya wema na wolper nasikia wamerushiana maneno kwenye insta,"['umesikia', 'kuhusu', 'drama', 'mpya', 'kati', 'ya', 'wema', 'na', 'wolper', 'nasikia', 'wamerushiana', 'maneno', 'kwenye', 'insta']","['umesikia', 'kuhusu', 'drama', 'mpya', 'kati', 'wema', 'wolper', 'nasikia', 'wamerushiana', 'maneno', 'insta']",umesikia kuhusu drama mpya kati wema wolper nasikia wamerushiana maneno insta
scam,Utanitumia kwenye ii 0755896103 Halotel jina NASHONI MBIRIBI namba yangu inadeni usiitumie,utanitumia kwenye ii halotel jina nashoni mbiribi namba yangu inadeni usiitumie,"['utanitumia', 'kwenye', 'ii', 'halotel', 'jina', 'nashoni', 'mbiribi', 'namba', 'yangu', 'inadeni', 'usiitumie']","['utanitumia', 'ii', 'halotel', 'jina', 'nashoni', 'mbiribi', 'namba', 'inadeni', 'usiitumie']",utanitumia ii halotel jina nashoni mbiribi namba inadeni usiitumie
scam,Iyo ela tuma humu kwenye halotel 0695567435 Jina lije PEREGIA FILIPO.,iyo ela tuma humu kwenye halotel jina lije peregia filipo,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'halotel', 'jina', 'lije', 'peregia', 'filipo']","['iyo', 'ela', 'tuma', 'humu', 'halotel', 'jina', 'lije', 'peregia', 'filipo']",iyo ela tuma humu halotel jina lije peregia filipo
trust,Tafadhali nisaidie na maelezo kuhusu barabara ya kwenda nyumbani kwako.,tafadhali nisaidie na maelezo kuhusu barabara ya kwenda nyumbani kwako,"['tafadhali', 'nisaidie', 'na', 'maelezo', 'kuhusu', 'barabara', 'ya', 'kwenda', 'nyumbani', 'kwako']","['nisaidie', 'maelezo', 'kuhusu', 'barabara', 'nyumbani', 'kwako']",nisaidie maelezo kuhusu barabara nyumbani kwako
trust,Uliona interview ya Shilole? Aliongea vitu vya kushangaza kuhusu maisha yake ya ndoa.,uliona interview ya shilole aliongea vitu vya kushangaza kuhusu maisha yake ya ndoa,"['uliona', 'interview', 'ya', 'shilole', 'aliongea', 'vitu', 'vya', 'kushangaza', 'kuhusu', 'maisha', 'yake', 'ya', 'ndoa']","['uliona', 'interview', 'shilole', 'aliongea', 'vitu', 'vya', 'kushangaza', 'kuhusu', 'maisha', 'ndoa']",uliona interview shilole aliongea vitu vya kushangaza kuhusu maisha ndoa
scam,Tumia namba hii ya Halotel 0657666983 kutuma hiyo hela jina JUMA SIKAREKO,tumia namba hii ya halotel kutuma hiyo hela jina juma sikareko,"['tumia', 'namba', 'hii', 'ya', 'halotel', 'kutuma', 'hiyo', 'hela', 'jina', 'juma', 'sikareko']","['tumia', 'namba', 'hii', 'halotel', 'kutuma', 'hela', 'jina', 'juma', 'sikareko']",tumia namba hii halotel kutuma hela jina juma sikareko
scam,Tumia namba hii ya halotel 0617488472 kutuma hiyo Pesa jina KHADIJA SUMBAI,tumia namba hii ya halotel kutuma hiyo pesa jina khadija sumbai,"['tumia', 'namba', 'hii', 'ya', 'halotel', 'kutuma', 'hiyo', 'pesa', 'jina', 'khadija', 'sumbai']","['tumia', 'namba', 'hii', 'halotel', 'kutuma', 'pesa', 'jina', 'khadija', 'sumbai']",tumia namba hii halotel kutuma pesa jina khadija sumbai
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0783654321 AU 0783654321",karibu freemason utimize ndoto katika biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au,"['karibu', 'freemason', 'utimize', 'ndoto', 'katika', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']","['freemason', 'utimize', 'ndoto', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']",freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au
scam,MPIGIE MZEE PETER NYANGE WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0782435667,mpigie mzee peter nyange wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba,"['mpigie', 'mzee', 'peter', 'nyange', 'wa', 'tiba', 'asili', 'mali', 'pete', 'nyota', 'uzazi', 'kupandishwa', 'cheo', 'kazini', 'kuludisha', 'mali', 'iliyopotea', 'namba']","['mpigie', 'mzee', 'peter', 'nyange', 'tiba', 'asili', 'mali', 'pete', 'nyota', 'uzazi', 'kupandishwa', 'cheo', 'kazini', 'kuludisha', 'mali', 'iliyopotea', 'namba']",mpigie mzee peter nyange tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,Samahani naomba itume kwenye halotel 0773409724 HADIJA LAI.,samahani naomba itume kwenye halotel hadija lai,"['samahani', 'naomba', 'itume', 'kwenye', 'halotel', 'hadija', 'lai']","['samahani', 'naomba', 'itume', 'halotel', 'hadija', 'lai']",samahani naomba itume halotel hadija lai
trust,Nimepata habari kwamba kuna tamasha la muziki town. Ningependa kwenda pamoja na wewe.,nimepata habari kwamba kuna tamasha la muziki town ningependa kwenda pamoja na wewe,"['nimepata', 'habari', 'kwamba', 'kuna', 'tamasha', 'la', 'muziki', 'town', 'ningependa', 'kwenda', 'pamoja', 'na', 'wewe']","['nimepata', 'habari', 'kuna', 'tamasha', 'muziki', 'town', 'ningependa', 'wewe']",nimepata habari kuna tamasha muziki town ningependa wewe
scam,Iyo ela itume humu kwenye Halotel 0699137921 jina lije LINUSI MALALO.,iyo ela itume humu kwenye halotel jina lije linusi malalo,"['iyo', 'ela', 'itume', 'humu', 'kwenye', 'halotel', 'jina', 'lije', 'linusi', 'malalo']","['iyo', 'ela', 'itume', 'humu', 'halotel', 'jina', 'lije', 'linusi', 'malalo']",iyo ela itume humu halotel jina lije linusi malalo
scam,au iyo ela nitumie kwenye AirtelMoney hii 0698945621 Jina litoke 0698945621.,au iyo ela nitumie kwenye airtelmoney hii jina litoke,"['au', 'iyo', 'ela', 'nitumie', 'kwenye', 'airtelmoney', 'hii', 'jina', 'litoke']","['au', 'iyo', 'ela', 'nitumie', 'airtelmoney', 'hii', 'jina', 'litoke']",au iyo ela nitumie airtelmoney hii jina litoke
scam,MZEE RAMATUNGU tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0676584303)(0676584303),mzee ramatungu tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga,"['mzee', 'ramatungu', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']","['mzee', 'ramatungu', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']",mzee ramatungu tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
trust,"Ni usaili mzuri sana. Nafuatilia, Asanteni sana.",ni usaili mzuri sana nafuatilia asanteni sana,"['ni', 'usaili', 'mzuri', 'sana', 'nafuatilia', 'asanteni', 'sana']","['usaili', 'mzuri', 'nafuatilia', 'asanteni']",usaili mzuri nafuatilia asanteni
scam,Utanitumia. kwemye namba 0654321098 ya airtel jina OLIVA MATIAS.,utanitumia kwemye namba ya airtel jina oliva matias,"['utanitumia', 'kwemye', 'namba', 'ya', 'airtel', 'jina', 'oliva', 'matias']","['utanitumia', 'kwemye', 'namba', 'airtel', 'jina', 'oliva', 'matias']",utanitumia kwemye namba airtel jina oliva matias
scam,Habari za siku. Mimi  mwenye nyumba wako hii namba yangu ya airtel. Mbona kimya na siku zinazidi kwenda...?,habari za siku mimi mwenye nyumba wako hii namba yangu ya airtel mbona kimya na siku zinazidi kwenda,"['habari', 'za', 'siku', 'mimi', 'mwenye', 'nyumba', 'wako', 'hii', 'namba', 'yangu', 'ya', 'airtel', 'mbona', 'kimya', 'na', 'siku', 'zinazidi', 'kwenda']","['habari', 'siku', 'nyumba', 'wako', 'hii', 'namba', 'airtel', 'mbona', 'kimya', 'siku', 'zinazidi']",habari siku nyumba wako hii namba airtel mbona kimya siku zinazidi
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0657666983 AU 0657666983",karibu freemason utimize ndoto katika biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au,"['karibu', 'freemason', 'utimize', 'ndoto', 'katika', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']","['freemason', 'utimize', 'ndoto', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']",freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0782435667 au 0782435667",karibu ujiunge na chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba na magari bila kafala piga au,"['karibu', 'ujiunge', 'na', 'chama', 'cha', 'freemason', 'ubadilishe', 'maisha', 'yakomiliki', 'malipesautajiri', 'majumba', 'na', 'magari', 'bila', 'kafala', 'piga', 'au']","['ujiunge', 'chama', 'freemason', 'ubadilishe', 'maisha', 'yakomiliki', 'malipesautajiri', 'majumba', 'magari', 'kafala', 'piga', 'au']",ujiunge chama freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari kafala piga au
trust,Kanisa litakuwa na ibada maalum Jumapili kuanzia saa tatu asubuhi.,kanisa litakuwa na ibada maalum jumapili kuanzia saa tatu asubuhi,"['kanisa', 'litakuwa', 'na', 'ibada', 'maalum', 'jumapili', 'kuanzia', 'saa', 'tatu', 'asubuhi']","['kanisa', 'litakuwa', 'ibada', 'maalum', 'jumapili', 'kuanzia', 'saa', 'tatu', 'asubuhi']",kanisa litakuwa ibada maalum jumapili kuanzia saa tatu asubuhi
scam,Basi iyo hela nitumie kwenye namba hii 0782435667 jina litakuja (NASHONI MBIRIBI) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba hii jina litakuja nashoni mbiribi ile namba usitumie laini inamatatizo,"['basi', 'iyo', 'hela', 'nitumie', 'kwenye', 'namba', 'hii', 'jina', 'litakuja', 'nashoni', 'mbiribi', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']","['iyo', 'hela', 'nitumie', 'namba', 'hii', 'jina', 'litakuja', 'nashoni', 'mbiribi', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']",iyo hela nitumie namba hii jina litakuja nashoni mbiribi ile namba usitumie laini inamatatizo
scam,au iyo ela nitumie kwenye Tigopesa hii 0773409724 Jina litoke 0773409724.,au iyo ela nitumie kwenye tigopesa hii jina litoke,"['au', 'iyo', 'ela', 'nitumie', 'kwenye', 'tigopesa', 'hii', 'jina', 'litoke']","['au', 'iyo', 'ela', 'nitumie', 'tigopesa', 'hii', 'jina', 'litoke']",au iyo ela nitumie tigopesa hii jina litoke
scam,Iyo Pesa itume humu kwenye airtel 0782734560 jina lije MWANAIDI KHAMISI.,iyo pesa itume humu kwenye airtel jina lije mwanaidi khamisi,"['iyo', 'pesa', 'itume', 'humu', 'kwenye', 'airtel', 'jina', 'lije', 'mwanaidi', 'khamisi']","['iyo', 'pesa', 'itume', 'humu', 'airtel', 'jina', 'lije', 'mwanaidi', 'khamisi']",iyo pesa itume humu airtel jina lije mwanaidi khamisi
trust,Tafadhali uniangalizie bei ya mafuta ya kupikia sokoni.,tafadhali uniangalizie bei ya mafuta ya kupikia sokoni,"['tafadhali', 'uniangalizie', 'bei', 'ya', 'mafuta', 'ya', 'kupikia', 'sokoni']","['uniangalizie', 'bei', 'mafuta', 'kupikia', 'sokoni']",uniangalizie bei mafuta kupikia sokoni
trust,Ninaomba msaada wa kijiti cha kuchaji simu.,ninaomba msaada wa kijiti cha kuchaji simu,"['ninaomba', 'msaada', 'wa', 'kijiti', 'cha', 'kuchaji', 'simu']","['ninaomba', 'msaada', 'kijiti', 'kuchaji', 'simu']",ninaomba msaada kijiti kuchaji simu
trust,"Umeshapika chakula cha mchana, ama nichukue chakula njiani?",umeshapika chakula cha mchana ama nichukue chakula njiani,"['umeshapika', 'chakula', 'cha', 'mchana', 'ama', 'nichukue', 'chakula', 'njiani']","['umeshapika', 'chakula', 'mchana', 'ama', 'nichukue', 'chakula', 'njiani']",umeshapika chakula mchana ama nichukue chakula njiani
scam,mjukuu wangu utafuta ji wako mgumu Hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0716484506,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no,"['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'hela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'sana', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'bila', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']","['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'hela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']",mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani je utatunza siri nikikusaidia pesa mashaliti magumu nipigie nikwelekeze no
trust,Pongezi kwa kufanikisha mradi ule!,pongezi kwa kufanikisha mradi ule,"['pongezi', 'kwa', 'kufanikisha', 'mradi', 'ule']","['pongezi', 'kufanikisha', 'mradi', 'ule']",pongezi kufanikisha mradi ule
trust,Naomba unisaidie na taarifa za mkutano.,naomba unisaidie na taarifa za mkutano,"['naomba', 'unisaidie', 'na', 'taarifa', 'za', 'mkutano']","['naomba', 'unisaidie', 'taarifa', 'mkutano']",naomba unisaidie taarifa mkutano
scam,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0755896103,mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no,"['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'ela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'sana', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'bila', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']","['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'ela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']",mjukuu wangu utafuta ji wako mgumu ela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani je utatunza siri nikikusaidia pesa mashaliti magumu nipigie nikwelekeze no
scam,"HALOTEL AQ78 Imethibitishwa namba yako ya 068 ... imeshinda Tsh10,000,000.00/=million kutoka TUZO  POINTI ilikupokea hela yako piga 0699137921 Asante",halotel aq imethibitishwa namba yako ya imeshinda tshmillion kutoka tuzo pointi ilikupokea hela yako piga asante,"['halotel', 'aq', 'imethibitishwa', 'namba', 'yako', 'ya', 'imeshinda', 'tshmillion', 'kutoka', 'tuzo', 'pointi', 'ilikupokea', 'hela', 'yako', 'piga', 'asante']","['halotel', 'aq', 'imethibitishwa', 'namba', 'yako', 'imeshinda', 'tshmillion', 'tuzo', 'pointi', 'ilikupokea', 'hela', 'yako', 'piga', 'asante']",halotel aq imethibitishwa namba yako imeshinda tshmillion tuzo pointi ilikupokea hela yako piga asante
scam,Au nitumie kwenye Tigopesa Namba.0733822240 jina litakuja MWANAIDI KHAMISI,au nitumie kwenye tigopesa namba jina litakuja mwanaidi khamisi,"['au', 'nitumie', 'kwenye', 'tigopesa', 'namba', 'jina', 'litakuja', 'mwanaidi', 'khamisi']","['au', 'nitumie', 'tigopesa', 'namba', 'jina', 'litakuja', 'mwanaidi', 'khamisi']",au nitumie tigopesa namba jina litakuja mwanaidi khamisi
trust,"Niko kwenye foleni, nitachelewa kidogo.",niko kwenye foleni nitachelewa kidogo,"['niko', 'kwenye', 'foleni', 'nitachelewa', 'kidogo']","['niko', 'foleni', 'nitachelewa', 'kidogo']",niko foleni nitachelewa kidogo
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0782435667 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba na magari ya kifahari pia kuza biashara vipaji nyota na pete tupigie simu ukiwa tayari kujiunga,"['friimason', 'timiza', 'ndoto', 'kumiliki', 'pesa', 'majumba', 'na', 'magari', 'ya', 'kifahari', 'pia', 'kuza', 'biashara', 'vipaji', 'nyota', 'na', 'pete', 'tupigie', 'simu', 'ukiwa', 'tayari', 'kujiunga']","['friimason', 'timiza', 'ndoto', 'kumiliki', 'pesa', 'majumba', 'magari', 'kifahari', 'kuza', 'biashara', 'vipaji', 'nyota', 'pete', 'tupigie', 'simu', 'ukiwa', 'tayari', 'kujiunga']",friimason timiza ndoto kumiliki pesa majumba magari kifahari kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,Iyo ela tuma humu kwenye halotel 0689592818 Jina lije MARIAM NDUGAI.,iyo ela tuma humu kwenye halotel jina lije mariam ndugai,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'halotel', 'jina', 'lije', 'mariam', 'ndugai']","['iyo', 'ela', 'tuma', 'humu', 'halotel', 'jina', 'lije', 'mariam', 'ndugai']",iyo ela tuma humu halotel jina lije mariam ndugai
scam,au iyo ela nitumie kwenye HaloPesa hii 0755896103 Jina litoke 0755896103.,au iyo ela nitumie kwenye halopesa hii jina litoke,"['au', 'iyo', 'ela', 'nitumie', 'kwenye', 'halopesa', 'hii', 'jina', 'litoke']","['au', 'iyo', 'ela', 'nitumie', 'halopesa', 'hii', 'jina', 'litoke']",au iyo ela nitumie halopesa hii jina litoke
trust,"Samahani kwa usumbufu, ninaomba msaada wako.",samahani kwa usumbufu ninaomba msaada wako,"['samahani', 'kwa', 'usumbufu', 'ninaomba', 'msaada', 'wako']","['samahani', 'usumbufu', 'ninaomba', 'msaada', 'wako']",samahani usumbufu ninaomba msaada wako
scam,"voda IUKB Imethibitishwa namba yako ya 078 ... imeshinda Tsh2,000,000.00/=million kutoka VODA OFA ilikupokea Pesa yako piga 0747878264 Asante",voda iukb imethibitishwa namba yako ya imeshinda tshmillion kutoka voda ofa ilikupokea pesa yako piga asante,"['voda', 'iukb', 'imethibitishwa', 'namba', 'yako', 'ya', 'imeshinda', 'tshmillion', 'kutoka', 'voda', 'ofa', 'ilikupokea', 'pesa', 'yako', 'piga', 'asante']","['voda', 'iukb', 'imethibitishwa', 'namba', 'yako', 'imeshinda', 'tshmillion', 'voda', 'ofa', 'ilikupokea', 'pesa', 'yako', 'piga', 'asante']",voda iukb imethibitishwa namba yako imeshinda tshmillion voda ofa ilikupokea pesa yako piga asante
trust,"Hadi sasa, Haaland ndiye mfungaji bora wa msimu. Jamaa ni mashine ya magoli!",hadi sasa haaland ndiye mfungaji bora wa msimu jamaa ni mashine ya magoli,"['hadi', 'sasa', 'haaland', 'ndiye', 'mfungaji', 'bora', 'wa', 'msimu', 'jamaa', 'ni', 'mashine', 'ya', 'magoli']","['haaland', 'ndiye', 'mfungaji', 'bora', 'msimu', 'jamaa', 'mashine', 'magoli']",haaland ndiye mfungaji bora msimu jamaa mashine magoli
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0689592818 AU 0689592818",karibu freemason utimize ndoto katika biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au,"['karibu', 'freemason', 'utimize', 'ndoto', 'katika', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']","['freemason', 'utimize', 'ndoto', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']",freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya airtel. Mbona kimya na siku zinazidi kwenda...?,habari za mchana mimi mwenye nyumba wako hii namba yangu ya airtel mbona kimya na siku zinazidi kwenda,"['habari', 'za', 'mchana', 'mimi', 'mwenye', 'nyumba', 'wako', 'hii', 'namba', 'yangu', 'ya', 'airtel', 'mbona', 'kimya', 'na', 'siku', 'zinazidi', 'kwenda']","['habari', 'mchana', 'nyumba', 'wako', 'hii', 'namba', 'airtel', 'mbona', 'kimya', 'siku', 'zinazidi']",habari mchana nyumba wako hii namba airtel mbona kimya siku zinazidi
trust,"Watu wanazungumzia video ya Harmonize kwenye gari la kifahari, ni lake kweli?",watu wanazungumzia video ya harmonize kwenye gari la kifahari ni lake kweli,"['watu', 'wanazungumzia', 'video', 'ya', 'harmonize', 'kwenye', 'gari', 'la', 'kifahari', 'ni', 'lake', 'kweli']","['wanazungumzia', 'video', 'harmonize', 'gari', 'kifahari', 'lake', 'kweli']",wanazungumzia video harmonize gari kifahari lake kweli
scam,Iyo pesa itume humu kwenye Vodacom 0716484506 jina lije KHADIJA SUMBAI.,iyo pesa itume humu kwenye vodacom jina lije khadija sumbai,"['iyo', 'pesa', 'itume', 'humu', 'kwenye', 'vodacom', 'jina', 'lije', 'khadija', 'sumbai']","['iyo', 'pesa', 'itume', 'humu', 'vodacom', 'jina', 'lije', 'khadija', 'sumbai']",iyo pesa itume humu vodacom jina lije khadija sumbai
trust,hatari sana,hatari sana,"['hatari', 'sana']",['hatari'],hatari
trust,"Ninashukuru kwa msaada wako, asante sana.",ninashukuru kwa msaada wako asante sana,"['ninashukuru', 'kwa', 'msaada', 'wako', 'asante', 'sana']","['ninashukuru', 'msaada', 'wako', 'asante']",ninashukuru msaada wako asante
trust,Mkataba umeandaliwa na nitakutumia kwa barua pepe.,mkataba umeandaliwa na nitakutumia kwa barua pepe,"['mkataba', 'umeandaliwa', 'na', 'nitakutumia', 'kwa', 'barua', 'pepe']","['mkataba', 'umeandaliwa', 'nitakutumia', 'barua', 'pepe']",mkataba umeandaliwa nitakutumia barua pepe
trust,"Kaka, kuna chakula mezani.",kaka kuna chakula mezani,"['kaka', 'kuna', 'chakula', 'mezani']","['kaka', 'kuna', 'chakula', 'mezani']",kaka kuna chakula mezani
trust,nimecheka mpaka mapafu yameumaaa,nimecheka mpaka mapafu yameumaaa,"['nimecheka', 'mpaka', 'mapafu', 'yameumaaa']","['nimecheka', 'mpaka', 'mapafu', 'yameumaaa']",nimecheka mpaka mapafu yameumaaa
trust,Watoto wanafurahia sana maisha mapya tuliyohamia.,watoto wanafurahia sana maisha mapya tuliyohamia,"['watoto', 'wanafurahia', 'sana', 'maisha', 'mapya', 'tuliyohamia']","['watoto', 'wanafurahia', 'maisha', 'mapya', 'tuliyohamia']",watoto wanafurahia maisha mapya tuliyohamia
trust,Nasikia Nasibu ameanza biashara ya magari. Jamaa anafanya kazi kweli.,nasikia nasibu ameanza biashara ya magari jamaa anafanya kazi kweli,"['nasikia', 'nasibu', 'ameanza', 'biashara', 'ya', 'magari', 'jamaa', 'anafanya', 'kazi', 'kweli']","['nasikia', 'nasibu', 'ameanza', 'biashara', 'magari', 'jamaa', 'anafanya', 'kazi', 'kweli']",nasikia nasibu ameanza biashara magari jamaa anafanya kazi kweli
scam,"Congratulations! Your CV has passed. You can get 4,000,000TZS in a day. for details: wa.me/2550676584303",congratulations your cv has passed you can get tzs in a day for details wame,"['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']","['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']",congratulations your cv has passed you can get tzs in a day for details wame
